ORIGIN,Description,N/A(PCT_ONTIME_DEP),Year
GUM,"Guam, TT: Guam International",84.59,2018
HDN,"Hayden, CO: Yampa Valley",82.42,2018
HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",63.04,2018
HHH,"Hilton Head, SC: Hilton Head Airport",84.62,2018
HIB,"Hibbing, MN: Range Regional",88.82,2018
HLN,"Helena, MT: Helena Regional",92.9,2018
HNL,"Honolulu, HI: Daniel K Inouye International",92.11,2018
HOB,"Hobbs, NM: Lea County Regional",90.4,2018
HOU,"Houston, TX: William P Hobby",72.58,2018
HPN,"White Plains, NY: Westchester County",74.9,2018
HRL,"Harlingen/San Benito, TX: Valley International",82.2,2018
HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",85.57,2018
HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",69.63,2018
HVN,"New Haven, CT: Tweed New Haven",75.76,2018
HYA,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",68.54,2018
HYS,"Hays, KS: Hays Regional",82.1,2018
IAD,"Washington, DC: Washington Dulles International",83.48,2018
IAG,"Niagara Falls, NY: Niagara Falls International",78.42,2018
IAH,"Houston, TX: George Bush Intercontinental/Houston",83.93,2018
ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",84.22,2018
IDA,"Idaho Falls, ID: Idaho Falls Regional",87.17,2018
ILM,"Wilmington, NC: Wilmington International",80.76,2018
IMT,"Iron Mountain/Kingsfd, MI: Ford",84.66,2018
IND,"Indianapolis, IN: Indianapolis International",82.54,2018
INL,"International Falls, MN: Falls International Einarson Field",86.08,2018
ISN,"Williston, ND: Sloulin Field International",85.46,2018
ISP,"Islip, NY: Long Island MacArthur",78.3,2018
ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",83.17,2018
ITO,"Hilo, HI: Hilo International",93.77,2018
JAC,"Jackson, WY: Jackson Hole",81.6,2018
JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",83.92,2018
JAX,"Jacksonville, FL: Jacksonville International",80.72,2018
JFK,"New York, NY: John F. Kennedy International",79.48,2018
JLN,"Joplin, MO: Joplin Regional",81.01,2018
JMS,"Jamestown, ND: Jamestown Regional",81.8,2018
JNU,"Juneau, AK: Juneau International",90.36,2018
KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",91.24,2018
KTN,"Ketchikan, AK: Ketchikan International",88.66,2018
LAN,"Lansing, MI: Capital Region International",83.91,2018
LAR,"Laramie, WY: Laramie Regional",88.48,2018
LAS,"Las Vegas, NV: McCarran International",79.21,2018
LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",75.09,2018
LAX,"Los Angeles, CA: Los Angeles International",81.41,2018
LBB,"Lubbock, TX: Lubbock Preston Smith International",82.05,2018
LBE,"Latrobe, PA: Arnold Palmer Regional",87.98,2018
LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",93.32,2018
LBL,"Liberal, KS: Liberal Mid-America Regional",88.77,2018
LCH,"Lake Charles, LA: Lake Charles Regional",87.42,2018
LCK,"Columbus, OH: Rickenbacker International",72.23,2018
LEX,"Lexington, KY: Blue Grass",82.64,2018
LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",85.97,2018
LGA,"New York, NY: LaGuardia",77.43,2018
LGB,"Long Beach, CA: Long Beach Airport",82.18,2018
LIH,"Lihue, HI: Lihue Airport",91.34,2018
LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",84.27,2018
LNK,"Lincoln, NE: Lincoln Airport",86.02,2018
LRD,"Laredo, TX: Laredo International",85.14,2018
LSE,"La Crosse, WI: La Crosse Regional",86.14,2018
LWB,"Lewisburg, WV: Greenbrier Valley",75.35,2018
LWS,"Lewiston, ID: Lewiston Nez Perce County",94.53,2018
LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",78.4,2018
MAF,"Midland/Odessa, TX: Midland International Air and Space Port",81.84,2018
MBS,"Saginaw/Bay City/Midland, MI: MBS International",82.5,2018
MCI,"Kansas City, MO: Kansas City International",83.82,2018
MCO,"Orlando, FL: Orlando International",77.43,2018
MDT,"Harrisburg, PA: Harrisburg International",82.37,2018
MDW,"Chicago, IL: Chicago Midway International",68.79,2018
MEI,"Meridian, MS: Key Field",75.55,2018
MEM,"Memphis, TN: Memphis International",81.51,2018
MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",81.49,2018
MFR,"Medford, OR: Rogue Valley International - Medford",75.89,2018
MGM,"Montgomery, AL: Montgomery Regional",80.26,2018
MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",78.81,2018
MHT,"Manchester, NH: Manchester-Boston Regional",85.31,2018
MIA,"Miami, FL: Miami International",78.63,2018
MKE,"Milwaukee, WI: General Mitchell International",83.21,2018
MKG,"Muskegon, MI: Muskegon County",79.86,2018
MLB,"Melbourne, FL: Melbourne International",87.87,2018
MLI,"Moline, IL: Quad City International",81.78,2018
MLU,"Monroe, LA: Monroe Regional",83.64,2018
MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",61.07,2018
MOB,"Mobile, AL: Mobile Regional",83.4,2018
MOT,"Minot, ND: Minot International",84.64,2018
MQT,"Marquette, MI: Sawyer International",80.9,2018
MRY,"Monterey, CA: Monterey Regional",82.14,2018
MSN,"Madison, WI: Dane County Regional-Truax Field",84.52,2018
MSO,"Missoula, MT: Missoula International",86.36,2018
MSP,"Minneapolis, MN: Minneapolis-St Paul International",85.27,2018
MSY,"New Orleans, LA: Louis Armstrong New Orleans International",79.45,2018
MTJ,"Montrose/Delta, CO: Montrose Regional",80.11,2018
MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",69.14,2018
MYR,"Myrtle Beach, SC: Myrtle Beach International",80.49,2018
OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",78.69,2018
OAK,"Oakland, CA: Metropolitan Oakland International",79.73,2018
OGD,"Ogden, UT: Ogden-Hinckley",66.67,2018
OGG,"Kahului, HI: Kahului Airport",89.42,2018
OGS,"Ogdensburg, NY: Ogdensburg International",70.07,2018
OKC,"Oklahoma City, OK: Will Rogers World",83.64,2018
OMA,"Omaha, NE: Eppley Airfield",83.63,2018
OME,"Nome, AK: Nome Airport",88.07,2018
ONT,"Ontario, CA: Ontario International",82.63,2018
ORD,"Chicago, IL: Chicago O'Hare International",77.85,2018
ORF,"Norfolk, VA: Norfolk International",79.89,2018
ORH,"Worcester, MA: Worcester Regional",67.43,2018
OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",62.53,2018
OTZ,"Kotzebue, AK: Ralph Wien Memorial",84.63,2018
OWB,"Owensboro, KY: Owensboro Daviess County Regional",61.26,2018
PAH,"Paducah, KY: Barkley Regional",81.08,2018
PBG,"Plattsburgh, NY: Plattsburgh International",79.73,2018
PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",75.86,2018
PDX,"Portland, OR: Portland International",86.55,2018
PGD,"Punta Gorda, FL: Punta Gorda Airport",82.08,2018
PGV,"Greenville, NC: Pitt Greenville",71.94,2018
PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",79.92,2018
PHL,"Philadelphia, PA: Philadelphia International",78.21,2018
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",80.1,2018
PIA,"Peoria, IL: General Downing - Peoria International",81.86,2018
PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",86.89,2018
PIE,"St. Petersburg, FL: St Pete Clearwater International",84.11,2018
PIH,"Pocatello, ID: Pocatello Regional",94.09,2018
PIT,"Pittsburgh, PA: Pittsburgh International",83.89,2018
PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",80.74,2018
PNS,"Pensacola, FL: Pensacola International",84.41,2018
PPG,"Pago Pago, TT: Pago Pago International",72.13,2018
PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",85.59,2018
PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",83.13,2018
PSE,"Ponce, PR: Mercedita",75.63,2018
PSG,"Petersburg, AK: Petersburg James A Johnson",89.09,2018
PSM,"Portsmouth, NH: Portsmouth International at Pease",68.32,2018
PSP,"Palm Springs, CA: Palm Springs International",83.19,2018
PUB,"Pueblo, CO: Pueblo Memorial",87.03,2018
PVD,"Providence, RI: Theodore Francis Green State",81.46,2018
PVU,"Provo, UT: Provo Municipal",77.88,2018
PWM,"Portland, ME: Portland International Jetport",79.47,2018
RAP,"Rapid City, SD: Rapid City Regional",81.77,2018
RDD,"Redding, CA: Redding Municipal",75.62,2018
RDM,"Bend/Redmond, OR: Roberts Field",80.26,2018
RDU,"Raleigh/Durham, NC: Raleigh-Durham International",78.1,2018
RFD,"Rockford, IL: Chicago/Rockford International",79.64,2018
RHI,"Rhinelander, WI: Rhinelander/Oneida County",85.99,2018
RIC,"Richmond, VA: Richmond International",78.82,2018
RKS,"Rock Springs, WY: Southwest Wyoming Regional",89.85,2018
RNO,"Reno, NV: Reno/Tahoe International",81.0,2018
ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",77.35,2018
ROC,"Rochester, NY: Greater Rochester International",80.66,2018
ROW,"Roswell, NM: Roswell International Air Center",83.25,2018
RST,"Rochester, MN: Rochester International",80.74,2018
RSW,"Fort Myers, FL: Southwest Florida International",80.27,2018
SAF,"Santa Fe, NM: Santa Fe Municipal",81.77,2018
SAN,"San Diego, CA: San Diego International",81.7,2018
SAT,"San Antonio, TX: San Antonio International",81.89,2018
SAV,"Savannah, GA: Savannah/Hilton Head International",80.81,2018
SBA,"Santa Barbara, CA: Santa Barbara Municipal",81.88,2018
SBN,"South Bend, IN: South Bend International",80.71,2018
SBP,"San Luis Obispo, CA: San Luis County Regional",80.83,2018
SCC,"Deadhorse, AK: Deadhorse Airport",91.02,2018
SCE,"State College, PA: University Park",83.45,2018
SCK,"Stockton, CA: Stockton Metropolitan",59.71,2018
SDF,"Louisville, KY: Louisville Muhammad Ali International",81.82,2018
SEA,"Seattle, WA: Seattle/Tacoma International",84.09,2018
SFB,"Sanford, FL: Orlando Sanford International",78.67,2018
SFO,"San Francisco, CA: San Francisco International",78.38,2018
SGF,"Springfield, MO: Springfield-Branson National",81.46,2018
SGU,"St. George, UT: St George Regional",92.91,2018
SHD,"Staunton, VA: Shenandoah Valley Regional",80.66,2018
SHV,"Shreveport, LA: Shreveport Regional",82.77,2018
SIT,"Sitka, AK: Sitka Rocky Gutierrez",89.53,2018
SJC,"San Jose, CA: Norman Y. Mineta San Jose International",82.07,2018
SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",84.87,2018
SJU,"San Juan, PR: Luis Munoz Marin International",77.26,2018
SLC,"Salt Lake City, UT: Salt Lake City International",85.75,2018
SLN,"Salina, KS: Salina Regional",79.27,2018
SMF,"Sacramento, CA: Sacramento International",84.01,2018
SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",78.82,2018
SNA,"Santa Ana, CA: John Wayne Airport-Orange County",83.54,2018
SPI,"Springfield, IL: Abraham Lincoln Capital",80.17,2018
SPN,"Saipan, TT: Francisco C. Ada Saipan International",81.32,2018
SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",88.43,2018
SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",82.23,2018
STC,"St. Cloud, MN: St. Cloud Regional",74.48,2018
STL,"St. Louis, MO: St Louis Lambert International",77.62,2018
STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",80.6,2018
STT,"Charlotte Amalie, VI: Cyril E King",81.64,2018
STX,"Christiansted, VI: Henry E. Rohlsen",81.42,2018
SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",73.36,2018
SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",74.69,2018
SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",70.35,2018
SWO,"Stillwater, OK: Stillwater Regional",85.48,2018
SYR,"Syracuse, NY: Syracuse Hancock International",81.74,2018
TLH,"Tallahassee, FL: Tallahassee International",85.66,2018
TOL,"Toledo, OH: Toledo Express",80.13,2018
TPA,"Tampa, FL: Tampa International",79.32,2018
TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",82.68,2018
TTN,"Trenton, NJ: Trenton Mercer",64.73,2018
TUL,"Tulsa, OK: Tulsa International",83.67,2018
TUS,"Tucson, AZ: Tucson International",84.6,2018
TVC,"Traverse City, MI: Cherry Capital",83.3,2018
TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",88.35,2018
TXK,"Texarkana, AR: Texarkana Regional-Webb Field",84.18,2018
TYR,"Tyler, TX: Tyler Pounds Regional",82.02,2018
TYS,"Knoxville, TN: McGhee Tyson",81.67,2018
UIN,"Quincy, IL: Quincy Regional-Baldwin Field",72.68,2018
USA,"Concord, NC: Concord Padgett Regional",73.37,2018
VEL,"Vernal, UT: Vernal Regional",86.25,2018
VLD,"Valdosta, GA: Valdosta Regional",87.33,2018
VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",83.72,2018
WRG,"Wrangell, AK: Wrangell Airport",88.26,2018
WYS,"West Yellowstone, MT: Yellowstone",98.08,2018
XNA,"Fayetteville, AR: Northwest Arkansas Regional",81.83,2018
YAK,"Yakutat, AK: Yakutat Airport",90.3,2018
YNG,"Youngstown/Warren, OH: Youngstown-Warren Regional",0.0,2018
YUM,"Yuma, AZ: Yuma MCAS/Yuma International",92.9,2018
ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",81.75,2019
ABI,"Abilene, TX: Abilene Regional",81.29,2019
ABQ,"Albuquerque, NM: Albuquerque International Sunport",82.42,2019
ABR,"Aberdeen, SD: Aberdeen Regional",84.13,2019
ABY,"Albany, GA: Southwest Georgia Regional",84.58,2019
ACK,"Nantucket, MA: Nantucket Memorial",70.88,2019
ACT,"Waco, TX: Waco Regional",82.61,2019
ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",73.17,2019
ACY,"Atlantic City, NJ: Atlantic City International",87.89,2019
ADK,"Adak Island, AK: Adak",57.69,2019
ADQ,"Kodiak, AK: Kodiak Airport",82.37,2019
AEX,"Alexandria, LA: Alexandria International",84.29,2019
AGS,"Augusta, GA: Augusta Regional at Bush Field",81.84,2019
AKN,"King Salmon, AK: King Salmon Airport",96.72,2019
ALB,"Albany, NY: Albany International",81.34,2019
ALO,"Waterloo, IA: Waterloo Regional",79.86,2019
AMA,"Amarillo, TX: Rick Husband Amarillo International",80.98,2019
ANC,"Anchorage, AK: Ted Stevens Anchorage International",89.31,2019
APN,"Alpena, MI: Alpena County Regional",80.0,2019
ART,"Watertown, NY: Watertown International",64.9,2019
ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",67.55,2019
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",82.71,2019
ATW,"Appleton, WI: Appleton International",80.92,2019
ATY,"Watertown, SD: Watertown Regional",80.31,2019
AUS,"Austin, TX: Austin - Bergstrom International",81.29,2019
AVL,"Asheville, NC: Asheville Regional",80.56,2019
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",83.97,2019
AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",78.11,2019
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",82.1,2019
BDL,"Hartford, CT: Bradley International",82.7,2019
BET,"Bethel, AK: Bethel Airport",83.56,2019
BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",84.96,2019
BFL,"Bakersfield, CA: Meadows Field",86.8,2019
BFM,"Mobile, AL: Mobile Downtown",77.22,2019
BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",82.36,2019
BGR,"Bangor, ME: Bangor International",75.51,2019
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",80.67,2019
BIL,"Billings, MT: Billings Logan International",86.85,2019
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",82.23,2019
BJI,"Bemidji, MN: Bemidji Regional",87.87,2019
BKG,"Branson, MO: Branson Airport",75.32,2019
BLI,"Bellingham, WA: Bellingham International",90.81,2019
BLV,"Belleville, IL: Scott AFB/MidAmerica",74.24,2019
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",81.84,2019
BNA,"Nashville, TN: Nashville International",79.3,2019
BOI,"Boise, ID: Boise Air Terminal",86.94,2019
BOS,"Boston, MA: Logan International",77.08,2019
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",80.12,2019
BQK,"Brunswick, GA: Brunswick Golden Isles",86.6,2019
BQN,"Aguadilla, PR: Rafael Hernandez",72.77,2019
BRD,"Brainerd, MN: Brainerd Lakes Regional",87.26,2019
BRO,"Brownsville, TX: Brownsville South Padre Island International",85.26,2019
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",90.38,2019
BTM,"Butte, MT: Bert Mooney",93.35,2019
BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",83.72,2019
BTV,"Burlington, VT: Burlington International",78.38,2019
BUF,"Buffalo, NY: Buffalo Niagara International",81.21,2019
BUR,"Burbank, CA: Bob Hope",80.09,2019
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",77.18,2019
BZN,"Bozeman, MT: Bozeman Yellowstone International",83.5,2019
CAE,"Columbia, SC: Columbia Metropolitan",84.41,2019
CAK,"Akron, OH: Akron-Canton Regional",79.65,2019
CDC,"Cedar City, UT: Cedar City Regional",90.42,2019
CDV,"Cordova, AK: Merle K Mudhole Smith",86.84,2019
CGI,"Cape Girardeau, MO: Cape Girardeau Regional",77.41,2019
CHA,"Chattanooga, TN: Lovell Field",82.16,2019
CHO,"Charlottesville, VA: Charlottesville Albemarle",77.57,2019
CHS,"Charleston, SC: Charleston AFB/International",81.85,2019
CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",78.47,2019
CIU,"Sault Ste. Marie, MI: Chippewa County International",80.21,2019
CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",75.7,2019
CLE,"Cleveland, OH: Cleveland-Hopkins International",81.22,2019
CLL,"College Station/Bryan, TX: Easterwood Field",86.15,2019
CLT,"Charlotte, NC: Charlotte Douglas International",79.36,2019
CMH,"Columbus, OH: John Glenn Columbus International",82.88,2019
CMI,"Champaign/Urbana, IL: University of Illinois/Willard",80.02,2019
CMX,"Hancock/Houghton, MI: Houghton County Memorial",72.53,2019
CNY,"Moab, UT: Canyonlands Field",78.01,2019
COD,"Cody, WY: Yellowstone Regional",84.92,2019
COS,"Colorado Springs, CO: City of Colorado Springs Municipal",79.22,2019
COU,"Columbia, MO: Columbia Regional",73.24,2019
CPR,"Casper, WY: Casper/Natrona County International",91.56,2019
CRP,"Corpus Christi, TX: Corpus Christi International",82.68,2019
CRW,"Charleston/Dunbar, WV: Yeager",78.13,2019
CSG,"Columbus, GA: Columbus Airport",86.11,2019
CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",80.44,2019
CWA,"Mosinee, WI: Central Wisconsin",81.7,2019
CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",73.59,2019
DAB,"Daytona Beach, FL: Daytona Beach International",84.92,2019
DAL,"Dallas, TX: Dallas Love Field",73.97,2019
DAY,"Dayton, OH: James M Cox/Dayton International",81.44,2019
DBQ,"Dubuque, IA: Dubuque Regional",75.5,2019
DCA,"Washington, DC: Ronald Reagan Washington National",79.78,2019
DEN,"Denver, CO: Denver International",76.01,2019
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",75.89,2019
DHN,"Dothan, AL: Dothan Regional",83.42,2019
DLG,"Dillingham, AK: Dillingham Airport",84.15,2019
DLH,"Duluth, MN: Duluth International",77.87,2019
DRO,"Durango, CO: Durango La Plata County",78.66,2019
DRT,"Del Rio, TX: Del Rio International",84.37,2019
DSM,"Des Moines, IA: Des Moines International",83.45,2019
DTW,"Detroit, MI: Detroit Metro Wayne County",83.01,2019
DVL,"Devils Lake, ND: Devils Lake Regional",80.32,2019
EAR,"Kearney, NE: Kearney Regional",83.92,2019
EAU,"Eau Claire, WI: Chippewa Valley Regional",78.57,2019
ECP,"Panama City, FL: Northwest Florida Beaches International",84.66,2019
EGE,"Eagle, CO: Eagle County Regional",72.64,2019
EKO,"Elko, NV: Elko Regional",94.23,2019
ELM,"Elmira/Corning, NY: Elmira/Corning Regional",86.07,2019
ELP,"El Paso, TX: El Paso International",82.74,2019
ERI,"Erie, PA: Erie International/Tom Ridge Field",81.24,2019
ESC,"Escanaba, MI: Delta County",76.32,2019
EUG,"Eugene, OR: Mahlon Sweet Field",82.98,2019
EVV,"Evansville, IN: Evansville Regional",82.08,2019
EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",82.74,2019
EWR,"Newark, NJ: Newark Liberty International",72.55,2019
EYW,"Key West, FL: Key West International",82.31,2019
FAI,"Fairbanks, AK: Fairbanks International",90.75,2019
FAR,"Fargo, ND: Hector International",77.97,2019
FAT,"Fresno, CA: Fresno Yosemite International",83.18,2019
FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",80.83,2019
FCA,"Kalispell, MT: Glacier Park International",89.9,2019
FLG,"Flagstaff, AZ: Flagstaff Pulliam",86.04,2019
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",76.46,2019
FNT,"Flint, MI: Bishop International",82.05,2019
FSD,"Sioux Falls, SD: Joe Foss Field",79.09,2019
FSM,"Fort Smith, AR: Fort Smith Regional",83.09,2019
