Year,Month,DayofMonth,DayOfWeek,FlightDate,IATA_CODE_Reporting_Airline,Origin,OriginCityName,OriginStateName,OriginWac,Dest,DestCityName,DestStateName,DestWac,CRSDepTime,DepDelay,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Flights,Distance,DistanceGroup
2016,3,3,4,2016-03-03,AS,SEA,"Seattle, WA",Washington,93,LAS,"Las Vegas, NV",Nevada,85,1955,0.0,0.0,-1.0,1900-1959,19.0,2213,6.0,0.0,0.0,2200-2259,1.0,867.0,4
2016,3,3,4,2016-03-03,DL,JFK,"New York, NY",New York,22,SEA,"Seattle, WA",Washington,93,1910,74.0,1.0,4.0,1900-1959,32.0,2231,60.0,1.0,4.0,2200-2259,1.0,2422.0,10
2016,3,8,2,2016-03-08,AA,JFK,"New York, NY",New York,22,BOS,"Boston, MA",Massachusetts,13,715,0.0,0.0,-1.0,0700-0759,22.0,824,0.0,0.0,-1.0,0800-0859,1.0,187.0,1
2016,3,14,1,2016-03-14,DL,ATL,"Atlanta, GA",Georgia,34,BUF,"Buffalo, NY",New York,22,1627,0.0,0.0,-1.0,1600-1659,23.0,1832,0.0,0.0,-1.0,1800-1859,1.0,712.0,3
2016,3,23,3,2016-03-23,WN,HOU,"Houston, TX",Texas,74,SAT,"San Antonio, TX",Texas,74,2025,3.0,0.0,0.0,2000-2059,7.0,2120,0.0,0.0,-1.0,2100-2159,1.0,192.0,1
2016,3,21,1,2016-03-21,AA,DCA,"Washington, DC",Virginia,38,LGA,"New York, NY",New York,22,1900,64.0,1.0,4.0,1900-1959,43.0,2029,85.0,1.0,5.0,2000-2059,1.0,214.0,1
2016,3,25,5,2016-03-25,EV,ATL,"Atlanta, GA",Georgia,34,ABE,"Allentown/Bethlehem/Easton, PA",Pennsylvania,23,1454,1.0,0.0,0.0,1400-1459,17.0,1656,0.0,0.0,-2.0,1600-1659,1.0,692.0,3
2016,3,29,2,2016-03-29,DL,ATL,"Atlanta, GA",Georgia,34,RDU,"Raleigh/Durham, NC",North Carolina,36,1010,0.0,0.0,0.0,1000-1059,14.0,1131,0.0,0.0,-1.0,1100-1159,1.0,356.0,2
2016,3,12,6,2016-03-12,WN,RSW,"Fort Myers, FL",Florida,33,BNA,"Nashville, TN",Tennessee,54,1515,0.0,0.0,-1.0,1500-1559,12.0,1625,0.0,0.0,-2.0,1600-1659,1.0,722.0,3
2016,3,17,4,2016-03-17,UA,ORD,"Chicago, IL",Illinois,41,MCO,"Orlando, FL",Florida,33,1559,31.0,1.0,2.0,1500-1559,18.0,1943,26.0,1.0,1.0,1900-1959,1.0,1005.0,5
2016,3,24,4,2016-03-24,UA,LAX,"Los Angeles, CA",California,91,ORD,"Chicago, IL",Illinois,41,1334,0.0,0.0,-1.0,1300-1359,10.0,1948,0.0,0.0,-2.0,1900-1959,1.0,1744.0,7
2016,3,28,1,2016-03-28,EV,DFW,"Dallas/Fort Worth, TX",Texas,74,FSM,"Fort Smith, AR",Arkansas,71,900,0.0,0.0,0.0,0900-0959,23.0,1004,1.0,0.0,0.0,1000-1059,1.0,227.0,1
2016,3,5,6,2016-03-05,WN,PHX,"Phoenix, AZ",Arizona,81,DEN,"Denver, CO",Colorado,82,910,0.0,0.0,-1.0,0900-0959,15.0,1110,0.0,0.0,-2.0,1100-1159,1.0,602.0,3
2016,3,12,6,2016-03-12,WN,MDW,"Chicago, IL",Illinois,41,ABQ,"Albuquerque, NM",New Mexico,86,845,0.0,0.0,-1.0,0800-0859,10.0,1055,0.0,0.0,-2.0,1000-1059,1.0,1121.0,5
2016,3,29,2,2016-03-29,AS,SEA,"Seattle, WA",Washington,93,DTW,"Detroit, MI",Michigan,43,815,0.0,0.0,-1.0,0800-0859,21.0,1528,10.0,0.0,0.0,1500-1559,1.0,1927.0,8
2016,3,16,3,2016-03-16,WN,MCI,"Kansas City, MO",Missouri,64,MDW,"Chicago, IL",Illinois,41,645,0.0,0.0,-1.0,0600-0659,7.0,805,0.0,0.0,-1.0,0800-0859,1.0,405.0,2
2016,3,6,7,2016-03-06,DL,ATL,"Atlanta, GA",Georgia,34,CHS,"Charleston, SC",South Carolina,37,940,0.0,0.0,-1.0,0900-0959,10.0,1050,0.0,0.0,-1.0,1000-1059,1.0,259.0,2
2016,3,16,3,2016-03-16,AA,PHX,"Phoenix, AZ",Arizona,81,SLC,"Salt Lake City, UT",Utah,87,1001,7.0,0.0,0.0,1000-1059,19.0,1246,0.0,0.0,-1.0,1200-1259,1.0,507.0,3
2016,3,13,7,2016-03-13,B6,TPA,"Tampa, FL",Florida,33,DCA,"Washington, DC",Virginia,38,1005,0.0,0.0,-1.0,1000-1059,10.0,1216,0.0,0.0,-2.0,1200-1259,1.0,814.0,4
2016,3,30,3,2016-03-30,DL,ATL,"Atlanta, GA",Georgia,34,MCO,"Orlando, FL",Florida,33,2050,0.0,0.0,0.0,2000-2059,22.0,2227,0.0,0.0,-1.0,2200-2259,1.0,404.0,2
2016,3,24,4,2016-03-24,WN,ATL,"Atlanta, GA",Georgia,34,FLL,"Fort Lauderdale, FL",Florida,33,1015,7.0,0.0,0.0,1000-1059,9.0,1215,0.0,0.0,-1.0,1200-1259,1.0,581.0,3
2016,3,14,1,2016-03-14,DL,ATL,"Atlanta, GA",Georgia,34,DAY,"Dayton, OH",Ohio,44,1600,0.0,0.0,0.0,1600-1659,14.0,1730,0.0,0.0,-1.0,1700-1759,1.0,432.0,2
2016,3,3,4,2016-03-03,DL,ATL,"Atlanta, GA",Georgia,34,SAV,"Savannah, GA",Georgia,34,1120,4.0,0.0,0.0,1100-1159,16.0,1224,0.0,0.0,-1.0,1200-1259,1.0,214.0,1
2016,3,29,2,2016-03-29,WN,PHX,"Phoenix, AZ",Arizona,81,SFO,"San Francisco, CA",California,91,1005,15.0,1.0,1.0,1000-1059,21.0,1215,20.0,1.0,1.0,1200-1259,1.0,651.0,3
2016,3,15,2,2016-03-15,F9,CLE,"Cleveland, OH",Ohio,44,MCO,"Orlando, FL",Florida,33,1605,0.0,0.0,-1.0,1600-1659,11.0,1840,0.0,0.0,-2.0,1800-1859,1.0,895.0,4
2016,3,15,2,2016-03-15,AA,DFW,"Dallas/Fort Worth, TX",Texas,74,PHX,"Phoenix, AZ",Arizona,81,705,0.0,0.0,-1.0,0700-0759,24.0,746,0.0,0.0,0.0,0700-0759,1.0,868.0,4
2016,3,2,3,2016-03-02,DL,SJC,"San Jose, CA",California,91,SLC,"Salt Lake City, UT",Utah,87,610,0.0,0.0,-1.0,0600-0659,24.0,904,0.0,0.0,-1.0,0900-0959,1.0,584.0,3
2016,3,26,6,2016-03-26,DL,ATL,"Atlanta, GA",Georgia,34,TRI,"Bristol/Johnson City/Kingsport, TN",Tennessee,54,1655,50.0,1.0,3.0,1600-1659,17.0,1757,55.0,1.0,3.0,1700-1759,1.0,227.0,1
2016,3,21,1,2016-03-21,VX,LAX,"Los Angeles, CA",California,91,SFO,"San Francisco, CA",California,91,900,39.0,1.0,2.0,0900-0959,25.0,1020,44.0,1.0,2.0,1000-1059,1.0,337.0,2
2016,3,11,5,2016-03-11,WN,TPA,"Tampa, FL",Florida,33,MKE,"Milwaukee, WI",Wisconsin,45,1225,2.0,0.0,0.0,1200-1259,6.0,1415,0.0,0.0,-2.0,1400-1459,1.0,1075.0,5
2016,3,24,4,2016-03-24,UA,ORD,"Chicago, IL",Illinois,41,DEN,"Denver, CO",Colorado,82,1600,351.0,1.0,12.0,1600-1659,15.0,1745,324.0,1.0,12.0,1700-1759,1.0,888.0,4
2016,3,16,3,2016-03-16,WN,ATL,"Atlanta, GA",Georgia,34,MCI,"Kansas City, MO",Missouri,64,815,0.0,0.0,-1.0,0800-0859,14.0,930,0.0,0.0,-1.0,0900-0959,1.0,692.0,3
2016,3,24,4,2016-03-24,UA,ORD,"Chicago, IL",Illinois,41,ROC,"Rochester, NY",New York,22,1347,136.0,1.0,9.0,1300-1359,11.0,1627,118.0,1.0,7.0,1600-1659,1.0,528.0,3
2016,3,2,3,2016-03-02,AA,ORD,"Chicago, IL",Illinois,41,MCO,"Orlando, FL",Florida,33,1850,3.0,0.0,0.0,1800-1859,22.0,2229,0.0,0.0,-1.0,2200-2259,1.0,1005.0,5
2016,3,21,1,2016-03-21,DL,LAX,"Los Angeles, CA",California,91,ATL,"Atlanta, GA",Georgia,34,2339,0.0,0.0,-1.0,2300-2359,18.0,650,0.0,0.0,-1.0,0600-0659,1.0,1947.0,8
2016,3,7,1,2016-03-07,EV,ATL,"Atlanta, GA",Georgia,34,GTR,"Columbus, MS",Mississippi,53,1950,0.0,0.0,-1.0,1900-1959,25.0,1959,0.0,0.0,-1.0,1900-1959,1.0,241.0,1
2016,3,2,3,2016-03-02,AA,ATL,"Atlanta, GA",Georgia,34,DFW,"Dallas/Fort Worth, TX",Texas,74,1738,0.0,0.0,-1.0,1700-1759,14.0,1905,0.0,0.0,-1.0,1900-1959,1.0,731.0,3
2016,9,9,5,2016-09-09,B6,MCO,"Orlando, FL",Florida,33,JFK,"New York, NY",New York,22,1413,0.0,0.0,-1.0,1400-1459,22.0,1647,9.0,0.0,0.0,1600-1659,1.0,944.0,4
2016,9,1,4,2016-09-01,AS,SEA,"Seattle, WA",Washington,93,SAN,"San Diego, CA",California,91,1430,0.0,0.0,-1.0,1400-1459,17.0,1715,0.0,0.0,-1.0,1700-1759,1.0,1050.0,5
2016,9,7,3,2016-09-07,WN,STL,"St. Louis, MO",Missouri,64,ATL,"Atlanta, GA",Georgia,34,1245,0.0,0.0,-1.0,1200-1259,9.0,1515,0.0,0.0,-1.0,1500-1559,1.0,484.0,2
2016,9,17,6,2016-09-17,OO,MSP,"Minneapolis, MN",Minnesota,63,ORD,"Chicago, IL",Illinois,41,1030,0.0,0.0,-1.0,1000-1059,19.0,1202,0.0,0.0,-2.0,1200-1259,1.0,334.0,2
2016,9,2,5,2016-09-02,WN,LAS,"Las Vegas, NV",Nevada,85,PHX,"Phoenix, AZ",Arizona,81,1340,6.0,0.0,0.0,1300-1359,18.0,1450,8.0,0.0,0.0,1400-1459,1.0,255.0,2
2016,9,8,4,2016-09-08,EV,EWR,"Newark, NJ",New Jersey,21,MSN,"Madison, WI",Wisconsin,45,2056,32.0,1.0,2.0,2000-2059,35.0,2225,44.0,1.0,2.0,2200-2259,1.0,799.0,4
2016,9,26,1,2016-09-26,AA,DFW,"Dallas/Fort Worth, TX",Texas,74,MCO,"Orlando, FL",Florida,33,1845,137.0,1.0,9.0,1800-1859,13.0,2227,117.0,1.0,7.0,2200-2259,1.0,985.0,4
2016,9,15,4,2016-09-15,WN,SFO,"San Francisco, CA",California,91,LAS,"Las Vegas, NV",Nevada,85,1400,0.0,0.0,-1.0,1400-1459,16.0,1535,0.0,0.0,-1.0,1500-1559,1.0,414.0,2
2016,9,14,3,2016-09-14,DL,ATL,"Atlanta, GA",Georgia,34,STL,"St. Louis, MO",Missouri,64,1416,0.0,0.0,-1.0,1400-1459,11.0,1454,0.0,0.0,-1.0,1400-1459,1.0,484.0,2
2016,9,7,3,2016-09-07,EV,ATL,"Atlanta, GA",Georgia,34,CHA,"Chattanooga, TN",Tennessee,54,1536,2.0,0.0,0.0,1500-1559,12.0,1624,0.0,0.0,-1.0,1600-1659,1.0,106.0,1
2016,9,6,2,2016-09-06,AA,CLT,"Charlotte, NC",North Carolina,36,SFO,"San Francisco, CA",California,91,1625,0.0,0.0,-1.0,1600-1659,22.0,1857,0.0,0.0,-1.0,1800-1859,1.0,2296.0,10
2016,9,20,2,2016-09-20,DL,ATL,"Atlanta, GA",Georgia,34,MSP,"Minneapolis, MN",Minnesota,63,1051,0.0,0.0,-1.0,1000-1059,12.0,1229,0.0,0.0,-2.0,1200-1259,1.0,907.0,4
2016,9,15,4,2016-09-15,EV,ORD,"Chicago, IL",Illinois,41,TYS,"Knoxville, TN",Tennessee,54,2055,0.0,0.0,-1.0,2000-2059,20.0,2330,0.0,0.0,-1.0,2300-2359,1.0,475.0,2
2016,9,22,4,2016-09-22,DL,MSP,"Minneapolis, MN",Minnesota,63,DCA,"Washington, DC",Virginia,38,1935,145.0,1.0,9.0,1900-1959,11.0,2259,133.0,1.0,8.0,2200-2259,1.0,931.0,4
2016,9,25,7,2016-09-25,AA,ORD,"Chicago, IL",Illinois,41,SJC,"San Jose, CA",California,91,1715,31.0,1.0,2.0,1700-1759,43.0,1953,43.0,1.0,2.0,1900-1959,1.0,1829.0,8
2016,9,30,5,2016-09-30,AA,ORD,"Chicago, IL",Illinois,41,PHX,"Phoenix, AZ",Arizona,81,955,0.0,0.0,-1.0,0900-0959,11.0,1133,0.0,0.0,-2.0,1100-1159,1.0,1440.0,6
2016,9,2,5,2016-09-02,B6,FLL,"Fort Lauderdale, FL",Florida,33,BWI,"Baltimore, MD",Maryland,35,1900,0.0,0.0,-1.0,1900-1959,22.0,2134,0.0,0.0,-1.0,2100-2159,1.0,925.0,4
2016,9,2,5,2016-09-02,WN,MDW,"Chicago, IL",Illinois,41,OMA,"Omaha, NE",Nebraska,65,1720,0.0,0.0,-1.0,1700-1759,10.0,1845,0.0,0.0,-2.0,1800-1859,1.0,423.0,2
2016,9,15,4,2016-09-15,DL,ATL,"Atlanta, GA",Georgia,34,MCI,"Kansas City, MO",Missouri,64,2240,2.0,0.0,0.0,2200-2259,11.0,2351,0.0,0.0,-1.0,2300-2359,1.0,692.0,3
2016,9,8,4,2016-09-08,AS,EWR,"Newark, NJ",New Jersey,21,SEA,"Seattle, WA",Washington,93,700,0.0,0.0,-1.0,0700-0759,17.0,955,0.0,0.0,-2.0,0900-0959,1.0,2402.0,10
2016,9,25,7,2016-09-25,VX,LAX,"Los Angeles, CA",California,91,EWR,"Newark, NJ",New Jersey,21,830,11.0,0.0,0.0,0800-0859,39.0,1640,32.0,1.0,2.0,1600-1659,1.0,2454.0,10
2016,9,22,4,2016-09-22,B6,BOS,"Boston, MA",Massachusetts,13,DCA,"Washington, DC",Virginia,38,1608,16.0,1.0,1.0,1600-1659,16.0,1748,0.0,0.0,-1.0,1700-1759,1.0,399.0,2
2016,9,23,5,2016-09-23,AS,ATL,"Atlanta, GA",Georgia,34,SEA,"Seattle, WA",Washington,93,700,0.0,0.0,-1.0,0700-0759,12.0,924,0.0,0.0,-2.0,0900-0959,1.0,2182.0,9
2016,9,14,3,2016-09-14,AA,TPA,"Tampa, FL",Florida,33,ORD,"Chicago, IL",Illinois,41,1104,0.0,0.0,0.0,1100-1159,11.0,1255,6.0,0.0,0.0,1200-1259,1.0,1012.0,5
2016,9,16,5,2016-09-16,OO,LAX,"Los Angeles, CA",California,91,SAN,"San Diego, CA",California,91,1350,0.0,0.0,-1.0,1300-1359,26.0,1443,0.0,0.0,-1.0,1400-1459,1.0,109.0,1
2016,9,9,5,2016-09-09,B6,JFK,"New York, NY",New York,22,SJU,"San Juan, PR",Puerto Rico,3,2337,0.0,0.0,-1.0,2300-2359,18.0,324,0.0,0.0,-1.0,0001-0559,1.0,1598.0,7
2016,9,12,1,2016-09-12,NK,LAX,"Los Angeles, CA",California,91,CLE,"Cleveland, OH",Ohio,44,2320,0.0,0.0,-1.0,2300-2359,11.0,649,0.0,0.0,-2.0,0600-0659,1.0,2052.0,9
2016,9,23,5,2016-09-23,OO,MSP,"Minneapolis, MN",Minnesota,63,RAP,"Rapid City, SD",South Dakota,67,1120,4.0,0.0,0.0,1100-1159,31.0,1207,11.0,0.0,0.0,1200-1259,1.0,489.0,2
2016,9,14,3,2016-09-14,UA,ORD,"Chicago, IL",Illinois,41,EWR,"Newark, NJ",New Jersey,21,1045,324.0,1.0,12.0,1000-1059,26.0,1353,319.0,1.0,12.0,1300-1359,1.0,719.0,3
2016,9,8,4,2016-09-08,DL,ATL,"Atlanta, GA",Georgia,34,LAX,"Los Angeles, CA",California,91,733,0.0,0.0,-1.0,0700-0759,14.0,915,0.0,0.0,-2.0,0900-0959,1.0,1946.0,8
2016,9,16,5,2016-09-16,DL,SLC,"Salt Lake City, UT",Utah,87,PSC,"Pasco/Kennewick/Richland, WA",Washington,93,2030,0.0,0.0,-1.0,2000-2059,16.0,2112,0.0,0.0,-1.0,2100-2159,1.0,521.0,3
2016,9,30,5,2016-09-30,EV,ATL,"Atlanta, GA",Georgia,34,ABE,"Allentown/Bethlehem/Easton, PA",Pennsylvania,23,1457,0.0,0.0,-1.0,1400-1459,25.0,1659,4.0,0.0,0.0,1600-1659,1.0,692.0,3
2016,9,28,3,2016-09-28,WN,LAS,"Las Vegas, NV",Nevada,85,PDX,"Portland, OR",Oregon,92,1520,0.0,0.0,-1.0,1500-1559,45.0,1740,12.0,0.0,0.0,1700-1759,1.0,763.0,4
2016,9,9,5,2016-09-09,DL,ATL,"Atlanta, GA",Georgia,34,ORF,"Norfolk, VA",Virginia,38,1213,0.0,0.0,-1.0,1200-1259,32.0,1346,13.0,0.0,0.0,1300-1359,1.0,516.0,3
2016,9,10,6,2016-09-10,AA,ATL,"Atlanta, GA",Georgia,34,CLT,"Charlotte, NC",North Carolina,36,720,0.0,0.0,-1.0,0700-0759,36.0,835,18.0,1.0,1.0,0800-0859,1.0,226.0,1
2016,9,1,4,2016-09-01,WN,SFO,"San Francisco, CA",California,91,MDW,"Chicago, IL",Illinois,41,625,0.0,0.0,0.0,0600-0659,14.0,1235,0.0,0.0,0.0,1200-1259,1.0,1855.0,8
2016,9,8,4,2016-09-08,EV,DTW,"Detroit, MI",Michigan,43,AUS,"Austin, TX",Texas,74,835,0.0,0.0,0.0,0800-0859,27.0,1040,0.0,0.0,-1.0,1000-1059,1.0,1149.0,5
2016,9,20,2,2016-09-20,AA,ORD,"Chicago, IL",Illinois,41,MCO,"Orlando, FL",Florida,33,1855,12.0,0.0,0.0,1800-1859,12.0,2233,0.0,0.0,0.0,2200-2259,1.0,1005.0,5
2016,9,26,1,2016-09-26,UA,LAX,"Los Angeles, CA",California,91,IAH,"Houston, TX",Texas,74,1335,52.0,1.0,3.0,1300-1359,14.0,1857,44.0,1.0,2.0,1800-1859,1.0,1379.0,6
2016,9,1,4,2016-09-01,OO,SFO,"San Francisco, CA",California,91,RNO,"Reno, NV",Nevada,85,2300,0.0,0.0,-1.0,2300-2359,31.0,3,0.0,0.0,-1.0,0001-0559,1.0,192.0,1
2016,9,27,2,2016-09-27,WN,MDW,"Chicago, IL",Illinois,41,LGA,"New York, NY",New York,22,1105,0.0,0.0,-1.0,1100-1159,7.0,1405,0.0,0.0,-2.0,1400-1459,1.0,725.0,3
2016,9,1,4,2016-09-01,DL,SLC,"Salt Lake City, UT",Utah,87,STL,"St. Louis, MO",Missouri,64,1410,0.0,0.0,-1.0,1400-1459,16.0,1759,0.0,0.0,-1.0,1700-1759,1.0,1156.0,5
2016,9,12,1,2016-09-12,DL,LAS,"Las Vegas, NV",Nevada,85,SLC,"Salt Lake City, UT",Utah,87,625,0.0,0.0,0.0,0600-0659,9.0,847,0.0,0.0,-1.0,0800-0859,1.0,368.0,2
2016,9,10,6,2016-09-10,WN,ATL,"Atlanta, GA",Georgia,34,PHL,"Philadelphia, PA",Pennsylvania,23,1855,0.0,0.0,0.0,1800-1859,17.0,2050,0.0,0.0,0.0,2000-2059,1.0,666.0,3
2016,9,25,7,2016-09-25,EV,IAH,"Houston, TX",Texas,74,CHS,"Charleston, SC",South Carolina,37,1255,0.0,0.0,-1.0,1200-1259,95.0,1630,85.0,1.0,5.0,1600-1659,1.0,925.0,4
2016,9,30,5,2016-09-30,DL,DCA,"Washington, DC",Virginia,38,ATL,"Atlanta, GA",Georgia,34,1115,0.0,0.0,-1.0,1100-1159,29.0,1309,7.0,0.0,0.0,1300-1359,1.0,547.0,3
2016,9,11,7,2016-09-11,AA,SFO,"San Francisco, CA",California,91,LAX,"Los Angeles, CA",California,91,2115,24.0,1.0,1.0,2100-2159,16.0,2247,29.0,1.0,1.0,2200-2259,1.0,337.0,2
2016,9,8,4,2016-09-08,OO,ORD,"Chicago, IL",Illinois,41,DCA,"Washington, DC",Virginia,38,1100,0.0,0.0,-1.0,1100-1159,15.0,1356,0.0,0.0,-1.0,1300-1359,1.0,612.0,3
2016,9,1,4,2016-09-01,AA,DFW,"Dallas/Fort Worth, TX",Texas,74,MSP,"Minneapolis, MN",Minnesota,63,1835,5.0,0.0,0.0,1800-1859,38.0,2059,21.0,1.0,1.0,2000-2059,1.0,852.0,4
2016,9,10,6,2016-09-10,AA,SEA,"Seattle, WA",Washington,93,CLT,"Charlotte, NC",North Carolina,36,2355,2.0,0.0,0.0,2300-2359,19.0,754,0.0,0.0,-2.0,0700-0759,1.0,2279.0,10
2016,9,23,5,2016-09-23,WN,DCA,"Washington, DC",Virginia,38,STL,"St. Louis, MO",Missouri,64,1845,43.0,1.0,2.0,1800-1859,19.0,1955,34.0,1.0,2.0,1900-1959,1.0,719.0,3
2016,9,6,2,2016-09-06,OO,ORD,"Chicago, IL",Illinois,41,AVL,"Asheville, NC",North Carolina,36,1345,0.0,0.0,-1.0,1300-1359,28.0,1640,0.0,0.0,-1.0,1600-1659,1.0,536.0,3
2016,9,21,3,2016-09-21,WN,MDW,"Chicago, IL",Illinois,41,PHL,"Philadelphia, PA",Pennsylvania,23,2130,1.0,0.0,0.0,2100-2159,15.0,20,0.0,0.0,-1.0,0001-0559,1.0,668.0,3
2016,9,15,4,2016-09-15,B6,JFK,"New York, NY",New York,22,SAV,"Savannah, GA",Georgia,34,710,0.0,0.0,-1.0,0700-0759,32.0,923,0.0,0.0,-1.0,0900-0959,1.0,718.0,3
2016,9,29,4,2016-09-29,UA,SFO,"San Francisco, CA",California,91,EWR,"Newark, NJ",New Jersey,21,715,0.0,0.0,-1.0,0700-0759,27.0,1539,10.0,0.0,0.0,1500-1559,1.0,2565.0,11
2016,9,1,4,2016-09-01,AA,DFW,"Dallas/Fort Worth, TX",Texas,74,ORD,"Chicago, IL",Illinois,41,515,8.0,0.0,0.0,0001-0559,13.0,735,3.0,0.0,0.0,0700-0759,1.0,802.0,4
2016,9,18,7,2016-09-18,UA,MCO,"Orlando, FL",Florida,33,EWR,"Newark, NJ",New Jersey,21,755,0.0,0.0,-1.0,0700-0759,11.0,1033,0.0,0.0,-1.0,1000-1059,1.0,937.0,4
2016,9,10,6,2016-09-10,UA,ORD,"Chicago, IL",Illinois,41,MSP,"Minneapolis, MN",Minnesota,63,1228,29.0,1.0,1.0,1200-1259,15.0,1402,8.0,0.0,0.0,1400-1459,1.0,334.0,2
2016,9,14,3,2016-09-14,DL,TPA,"Tampa, FL",Florida,33,LGA,"New York, NY",New York,22,1515,0.0,0.0,-1.0,1500-1559,11.0,1755,24.0,1.0,1.0,1700-1759,1.0,1010.0,5
2016,9,25,7,2016-09-25,WN,LAX,"Los Angeles, CA",California,91,RNO,"Reno, NV",Nevada,85,925,0.0,0.0,0.0,0900-0959,7.0,1040,0.0,0.0,-1.0,1000-1059,1.0,391.0,2
2016,9,12,1,2016-09-12,WN,OAK,"Oakland, CA",California,91,HOU,"Houston, TX",Texas,74,1305,0.0,0.0,-1.0,1300-1359,12.0,1850,0.0,0.0,-1.0,1800-1859,1.0,1642.0,7
2016,9,20,2,2016-09-20,B6,MCO,"Orlando, FL",Florida,33,HPN,"White Plains, NY",New York,22,1815,128.0,1.0,8.0,1800-1859,22.0,2056,124.0,1.0,8.0,2000-2059,1.0,972.0,4
2016,9,25,7,2016-09-25,B6,LAX,"Los Angeles, CA",California,91,JFK,"New York, NY",New York,22,1410,0.0,0.0,-1.0,1400-1459,12.0,2238,0.0,0.0,-1.0,2200-2259,1.0,2475.0,10
2016,9,9,5,2016-09-09,UA,ORD,"Chicago, IL",Illinois,41,SFO,"San Francisco, CA",California,91,2115,0.0,0.0,-1.0,2100-2159,23.0,2352,0.0,0.0,-2.0,2300-2359,1.0,1846.0,8
2016,9,12,1,2016-09-12,AA,LAS,"Las Vegas, NV",Nevada,85,LAX,"Los Angeles, CA",California,91,1445,0.0,0.0,-1.0,1400-1459,27.0,1604,0.0,0.0,-1.0,1600-1659,1.0,236.0,1
2016,9,21,3,2016-09-21,DL,BWI,"Baltimore, MD",Maryland,35,DTW,"Detroit, MI",Michigan,43,1307,0.0,0.0,-1.0,1300-1359,13.0,1443,0.0,0.0,-2.0,1400-1459,1.0,409.0,2
2016,9,11,7,2016-09-11,AA,DFW,"Dallas/Fort Worth, TX",Texas,74,RNO,"Reno, NV",Nevada,85,900,0.0,0.0,-1.0,0900-0959,26.0,1034,0.0,0.0,-1.0,1000-1059,1.0,1345.0,6
2016,9,13,2,2016-09-13,UA,ATL,"Atlanta, GA",Georgia,34,EWR,"Newark, NJ",New Jersey,21,2040,0.0,0.0,-1.0,2000-2059,13.0,2259,0.0,0.0,-2.0,2200-2259,1.0,746.0,3
2016,9,6,2,2016-09-06,WN,PHX,"Phoenix, AZ",Arizona,81,PDX,"Portland, OR",Oregon,92,2045,3.0,0.0,0.0,2000-2059,9.0,2325,0.0,0.0,-1.0,2300-2359,1.0,1009.0,5
2016,9,9,5,2016-09-09,UA,ORD,"Chicago, IL",Illinois,41,BWI,"Baltimore, MD",Maryland,35,1755,0.0,0.0,-1.0,1700-1759,20.0,2101,0.0,0.0,-2.0,2100-2159,1.0,622.0,3
2016,9,27,2,2016-09-27,DL,ATL,"Atlanta, GA",Georgia,34,SRQ,"Sarasota/Bradenton, FL",Florida,33,2027,0.0,0.0,-1.0,2000-2059,23.0,2158,0.0,0.0,-1.0,2100-2159,1.0,444.0,2
2016,9,23,5,2016-09-23,AA,ORD,"Chicago, IL",Illinois,41,SLC,"Salt Lake City, UT",Utah,87,2010,0.0,0.0,-1.0,2000-2059,12.0,2241,0.0,0.0,-2.0,2200-2259,1.0,1250.0,6
2016,9,9,5,2016-09-09,DL,LAX,"Los Angeles, CA",California,91,LAS,"Las Vegas, NV",Nevada,85,1325,0.0,0.0,-1.0,1300-1359,26.0,1439,0.0,0.0,-1.0,1400-1459,1.0,236.0,1
2016,9,1,4,2016-09-01,HA,SEA,"Seattle, WA",Washington,93,OGG,"Kahului, HI",Hawaii,2,1015,0.0,0.0,-1.0,1000-1059,19.0,1315,0.0,0.0,-1.0,1300-1359,1.0,2640.0,11
2016,9,16,5,2016-09-16,AA,ORD,"Chicago, IL",Illinois,41,PHX,"Phoenix, AZ",Arizona,81,1855,2.0,0.0,0.0,1800-1859,12.0,2038,0.0,0.0,-1.0,2000-2059,1.0,1440.0,6
2016,9,6,2,2016-09-06,EV,ORD,"Chicago, IL",Illinois,41,EVV,"Evansville, IN",Indiana,42,825,0.0,0.0,-1.0,0800-0859,13.0,934,0.0,0.0,-1.0,0900-0959,1.0,272.0,2
2016,9,29,4,2016-09-29,DL,DTW,"Detroit, MI",Michigan,43,BOS,"Boston, MA",Massachusetts,13,1740,75.0,1.0,5.0,1700-1759,29.0,1946,82.0,1.0,5.0,1900-1959,1.0,632.0,3
2016,9,5,1,2016-09-05,WN,MDW,"Chicago, IL",Illinois,41,SNA,"Santa Ana, CA",California,91,835,0.0,0.0,-1.0,0800-0859,17.0,1055,0.0,0.0,-1.0,1000-1059,1.0,1731.0,7
2016,9,26,1,2016-09-26,DL,MKE,"Milwaukee, WI",Wisconsin,45,MSP,"Minneapolis, MN",Minnesota,63,913,0.0,0.0,-1.0,0900-0959,12.0,1030,0.0,0.0,-2.0,1000-1059,1.0,297.0,2
2016,9,22,4,2016-09-22,B6,BOS,"Boston, MA",Massachusetts,13,EWR,"Newark, NJ",New Jersey,21,1214,0.0,0.0,-1.0,1200-1259,28.0,1349,0.0,0.0,-1.0,1300-1359,1.0,200.0,1
