Year,Month,DayofMonth,DayOfWeek,FlightDate,IATA_CODE_Reporting_Airline,Origin,OriginCityName,OriginStateName,Dest,DestCityName,DestStateName,CRSDepTime,DepDelay,DepDel15,DepTimeBlk,TaxiOut,ArrTimeBlk,Flights,Distance,Day Average Temp,High Temp,Low Temp,Max Wind Speed,Precipitation,Sea Level Pressure
2017,3,4,6,2017-03-04,F9,ORD,"Chicago, IL",Illinois,LAX,"Los Angeles, CA",California,1715,-10.0,0.0,1700-1759,26.0,1900-1959,1.0,1744.0,,,,,,
2017,3,11,6,2017-03-11,DL,BZN,"Bozeman, MT",Montana,MSP,"Minneapolis, MN",Minnesota,1340,5.0,0.0,1300-1359,14.0,1600-1659,1.0,874.0,,,,,,
2017,3,5,7,2017-03-05,AA,ONT,"Ontario, CA",California,PHX,"Phoenix, AZ",Arizona,1245,1.0,0.0,1200-1259,9.0,1400-1459,1.0,325.0,,,,,,
2017,3,22,3,2017-03-22,NK,BWI,"Baltimore, MD",Maryland,BOS,"Boston, MA",Massachusetts,700,-7.0,0.0,0700-0759,8.0,0800-0859,1.0,369.0,43.3,52.0,33.0,23.0,,30.32
2017,3,12,7,2017-03-12,DL,GRR,"Grand Rapids, MI",Michigan,ATL,"Atlanta, GA",Georgia,1215,7.0,0.0,1200-1259,10.0,1400-1459,1.0,640.0,,,,,,
2017,3,26,7,2017-03-26,DL,SJC,"San Jose, CA",California,ATL,"Atlanta, GA",Georgia,2235,18.0,1.0,2200-2259,20.0,0600-0659,1.0,2116.0,,,,,,
2017,3,5,7,2017-03-05,UA,ORD,"Chicago, IL",Illinois,SFO,"San Francisco, CA",California,910,-1.0,0.0,0900-0959,21.0,1100-1159,1.0,1846.0,47.96,59.0,33.0,21.0,,29.61
2017,3,15,3,2017-03-15,UA,AUS,"Austin, TX",Texas,EWR,"Newark, NJ",New Jersey,1735,44.0,1.0,1700-1759,12.0,2200-2259,1.0,1504.0,,,,,,
2017,3,31,5,2017-03-31,OO,RST,"Rochester, MN",Minnesota,ORD,"Chicago, IL",Illinois,957,5.0,0.0,0900-0959,15.0,1100-1159,1.0,268.0,,,,,,
2017,3,2,4,2017-03-02,VX,LAX,"Los Angeles, CA",California,SFO,"San Francisco, CA",California,1825,14.0,0.0,1800-1859,9.0,1900-1959,1.0,337.0,,,,,,
2017,3,2,4,2017-03-02,WN,SDF,"Louisville, KY",Kentucky,PHX,"Phoenix, AZ",Arizona,850,-1.0,0.0,0800-0859,16.0,1000-1059,1.0,1506.0,,,,,,
2017,3,5,7,2017-03-05,OO,ONT,"Ontario, CA",California,SFO,"San Francisco, CA",California,800,52.0,1.0,0800-0859,14.0,0900-0959,1.0,363.0,,,,,,
2017,3,28,2,2017-03-28,AA,EWR,"Newark, NJ",New Jersey,CLT,"Charlotte, NC",North Carolina,1120,-1.0,0.0,1100-1159,41.0,1300-1359,1.0,529.0,,,,,,
2017,3,21,2,2017-03-21,OO,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",Washington,1800,-3.0,0.0,1800-1859,13.0,2000-2059,1.0,679.0,60.13,64.0,58.0,18.0,0.57,29.96
2017,3,1,3,2017-03-01,WN,DAL,"Dallas, TX",Texas,TPA,"Tampa, FL",Florida,810,0.0,0.0,0800-0859,18.0,1100-1159,1.0,917.0,61.12,73.0,48.0,23.0,,29.79
2017,3,14,2,2017-03-14,HA,SAN,"San Diego, CA",California,HNL,"Honolulu, HI",Hawaii,1010,334.0,1.0,1000-1059,14.0,1300-1359,1.0,2614.0,,,,,,
2017,3,7,2,2017-03-07,DL,ATL,"Atlanta, GA",Georgia,IAH,"Houston, TX",Texas,933,-2.0,0.0,0900-0959,20.0,1000-1059,1.0,689.0,,,,,,
2017,3,29,3,2017-03-29,UA,LAX,"Los Angeles, CA",California,IAD,"Washington, DC",Virginia,745,-5.0,0.0,0700-0759,11.0,1500-1559,1.0,2288.0,64.58,74.0,56.0,15.0,,29.91
2017,3,12,7,2017-03-12,HA,LIH,"Lihue, HI",Hawaii,HNL,"Honolulu, HI",Hawaii,1604,7.0,0.0,1600-1659,6.0,1600-1659,1.0,102.0,,,,,,
2017,3,22,3,2017-03-22,HA,HNL,"Honolulu, HI",Hawaii,ITO,"Hilo, HI",Hawaii,1440,-3.0,0.0,1400-1459,15.0,1500-1559,1.0,216.0,,,,,,
2017,3,2,4,2017-03-02,DL,GEG,"Spokane, WA",Washington,SLC,"Salt Lake City, UT",Utah,1315,-4.0,0.0,1300-1359,13.0,1500-1559,1.0,546.0,,,,,,
2017,3,8,3,2017-03-08,B6,HOU,"Houston, TX",Texas,JFK,"New York, NY",New York,1225,-7.0,0.0,1200-1259,10.0,1700-1759,1.0,1428.0,,,,,,
2017,3,11,6,2017-03-11,UA,DEN,"Denver, CO",Colorado,ICT,"Wichita, KS",Kansas,1745,-4.0,0.0,1700-1759,11.0,2000-2059,1.0,420.0,,,,,,
2017,3,20,1,2017-03-20,OO,EKO,"Elko, NV",Nevada,SLC,"Salt Lake City, UT",Utah,550,-8.0,0.0,0001-0559,4.0,0700-0759,1.0,200.0,,,,,,
2017,3,17,5,2017-03-17,WN,LAS,"Las Vegas, NV",Nevada,SAT,"San Antonio, TX",Texas,2015,3.0,0.0,2000-2059,12.0,0001-0559,1.0,1069.0,,,,,,
2017,3,22,3,2017-03-22,AA,MIA,"Miami, FL",Florida,BWI,"Baltimore, MD",Maryland,925,-7.0,0.0,0900-0959,22.0,1200-1259,1.0,946.0,,,,,,
2017,3,4,6,2017-03-04,AS,SJC,"San Jose, CA",California,SEA,"Seattle, WA",Washington,1000,-2.0,0.0,1000-1059,13.0,1200-1259,1.0,696.0,,,,,,
2017,3,14,2,2017-03-14,UA,DCA,"Washington, DC",Virginia,DEN,"Denver, CO",Colorado,1608,-3.0,0.0,1600-1659,10.0,1800-1859,1.0,1476.0,,,,,,
2017,3,21,2,2017-03-21,OO,PSC,"Pasco/Kennewick/Richland, WA",Washington,SEA,"Seattle, WA",Washington,1255,-5.0,0.0,1200-1259,14.0,1400-1459,1.0,172.0,,,,,,
2017,3,12,7,2017-03-12,UA,TPA,"Tampa, FL",Florida,SFO,"San Francisco, CA",California,900,-3.0,0.0,0900-0959,12.0,1100-1159,1.0,2393.0,,,,,,
2017,3,21,2,2017-03-21,WN,BUF,"Buffalo, NY",New York,BWI,"Baltimore, MD",Maryland,1150,-4.0,0.0,1100-1159,7.0,1300-1359,1.0,281.0,,,,,,
2017,3,10,5,2017-03-10,DL,GRR,"Grand Rapids, MI",Michigan,MSP,"Minneapolis, MN",Minnesota,1815,4.0,0.0,1800-1859,7.0,1800-1859,1.0,408.0,,,,,,
2017,3,1,3,2017-03-01,WN,IND,"Indianapolis, IN",Indiana,ATL,"Atlanta, GA",Georgia,1700,92.0,1.0,1700-1759,7.0,1800-1859,1.0,432.0,,,,,,
2017,3,11,6,2017-03-11,WN,MCO,"Orlando, FL",Florida,PWM,"Portland, ME",Maine,850,-5.0,0.0,0800-0859,13.0,1100-1159,1.0,1214.0,71.67,84.0,59.0,15.0,,30.05
2017,3,16,4,2017-03-16,DL,MSP,"Minneapolis, MN",Minnesota,BDL,"Hartford, CT",Connecticut,905,12.0,0.0,0900-0959,14.0,1200-1259,1.0,1050.0,,,,,,
2017,3,3,5,2017-03-03,WN,DAL,"Dallas, TX",Texas,HOU,"Houston, TX",Texas,800,10.0,0.0,0800-0859,9.0,0900-0959,1.0,239.0,,,,,,
2017,3,30,4,2017-03-30,OO,LAX,"Los Angeles, CA",California,MRY,"Monterey, CA",California,1220,36.0,1.0,1200-1259,39.0,1300-1359,1.0,266.0,,,,,,
2017,3,21,2,2017-03-21,OO,DFW,"Dallas/Fort Worth, TX",Texas,ORD,"Chicago, IL",Illinois,1425,-3.0,0.0,1400-1459,18.0,1600-1659,1.0,802.0,,,,,,
2017,3,13,1,2017-03-13,OO,PDX,"Portland, OR",Oregon,SEA,"Seattle, WA",Washington,1430,0.0,0.0,1400-1459,14.0,1500-1559,1.0,129.0,,,,,,
2017,3,25,6,2017-03-25,WN,SJC,"San Jose, CA",California,SAN,"San Diego, CA",California,1040,0.0,0.0,1000-1059,9.0,1200-1259,1.0,417.0,,,,,,
2017,3,13,1,2017-03-13,OO,SFO,"San Francisco, CA",California,ONT,"Ontario, CA",California,2240,41.0,1.0,2200-2259,36.0,0001-0559,1.0,363.0,,,,,,
2017,3,24,5,2017-03-24,EV,LEX,"Lexington, KY",Kentucky,ORD,"Chicago, IL",Illinois,1751,-7.0,0.0,1700-1759,44.0,1800-1859,1.0,323.0,,,,,,
2017,3,22,3,2017-03-22,AA,ORF,"Norfolk, VA",Virginia,CLT,"Charlotte, NC",North Carolina,1059,14.0,0.0,1000-1059,12.0,1200-1259,1.0,290.0,,,,,,
2017,3,26,7,2017-03-26,UA,HNL,"Honolulu, HI",Hawaii,IAH,"Houston, TX",Texas,1910,11.0,0.0,1900-1959,17.0,0700-0759,1.0,3904.0,,,,,,
2017,3,12,7,2017-03-12,B6,BDL,"Hartford, CT",Connecticut,DCA,"Washington, DC",Virginia,1934,-6.0,0.0,1900-1959,8.0,2000-2059,1.0,313.0,,,,,,
2017,3,14,2,2017-03-14,OO,TVC,"Traverse City, MI",Michigan,ORD,"Chicago, IL",Illinois,600,,,0600-0659,,0600-0659,1.0,224.0,,,,,,
2017,3,2,4,2017-03-02,DL,MSP,"Minneapolis, MN",Minnesota,OKC,"Oklahoma City, OK",Oklahoma,2020,-7.0,0.0,2000-2059,19.0,2200-2259,1.0,694.0,,,,,,
2017,3,17,5,2017-03-17,OO,PDX,"Portland, OR",Oregon,SJC,"San Jose, CA",California,1400,-14.0,0.0,1400-1459,16.0,1500-1559,1.0,569.0,43.39,48.0,38.0,22.0,,30.15
2017,3,26,7,2017-03-26,WN,DAL,"Dallas, TX",Texas,OKC,"Oklahoma City, OK",Oklahoma,1020,66.0,1.0,1000-1059,9.0,1100-1159,1.0,181.0,,,,,,
2017,3,30,4,2017-03-30,AA,PHX,"Phoenix, AZ",Arizona,HNL,"Honolulu, HI",Hawaii,1359,-7.0,0.0,1300-1359,14.0,1800-1859,1.0,2917.0,74.17,89.0,58.0,30.0,,28.75
2017,3,4,6,2017-03-04,WN,MDW,"Chicago, IL",Illinois,BUF,"Buffalo, NY",New York,1340,-1.0,0.0,1300-1359,8.0,1600-1659,1.0,468.0,,,,,,
2017,3,27,1,2017-03-27,AA,DFW,"Dallas/Fort Worth, TX",Texas,PHL,"Philadelphia, PA",Pennsylvania,730,88.0,1.0,0700-0759,15.0,1100-1159,1.0,1303.0,,,,,,
2017,3,2,4,2017-03-02,OO,PHX,"Phoenix, AZ",Arizona,SBP,"San Luis Obispo, CA",California,2119,-8.0,0.0,2100-2159,35.0,2100-2159,1.0,509.0,63.04,76.0,49.0,17.0,,29.04
2017,3,2,4,2017-03-02,DL,ATL,"Atlanta, GA",Georgia,DAL,"Dallas, TX",Texas,1050,-6.0,0.0,1000-1059,17.0,1200-1259,1.0,721.0,50.29,57.0,43.0,29.0,0.16,29.26
2017,3,6,1,2017-03-06,F9,TTN,"Trenton, NJ",New Jersey,RDU,"Raleigh/Durham, NC",North Carolina,1243,-7.0,0.0,1200-1259,8.0,1400-1459,1.0,373.0,,,,,,
2017,3,15,3,2017-03-15,DL,ORD,"Chicago, IL",Illinois,ATL,"Atlanta, GA",Georgia,1733,21.0,1.0,1700-1759,15.0,2000-2059,1.0,606.0,25.35,32.0,17.0,17.0,0.03,29.66
2017,3,23,4,2017-03-23,WN,LAX,"Los Angeles, CA",California,MSY,"New Orleans, LA",Louisiana,925,12.0,0.0,0900-0959,12.0,1500-1559,1.0,1670.0,,,,,,
2017,3,15,3,2017-03-15,UA,RDU,"Raleigh/Durham, NC",North Carolina,IAD,"Washington, DC",Virginia,615,18.0,1.0,0600-0659,13.0,0700-0759,1.0,224.0,31.39,40.0,24.0,22.0,0.01,29.75
2017,3,7,2,2017-03-07,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",Washington,1800,-1.0,0.0,1800-1859,8.0,2000-2059,1.0,672.0,,,,,,
2017,3,5,7,2017-03-05,UA,TPA,"Tampa, FL",Florida,DEN,"Denver, CO",Colorado,812,-10.0,0.0,0800-0859,14.0,1000-1059,1.0,1506.0,,,,,,
2017,3,2,4,2017-03-02,WN,HOU,"Houston, TX",Texas,MSY,"New Orleans, LA",Louisiana,1945,26.0,1.0,1900-1959,9.0,2000-2059,1.0,302.0,,,,,,
2017,3,4,6,2017-03-04,AA,DFW,"Dallas/Fort Worth, TX",Texas,LAX,"Los Angeles, CA",California,1210,37.0,1.0,1200-1259,17.0,1300-1359,1.0,1235.0,,,,,,
2017,3,21,2,2017-03-21,EV,MFE,"Mission/McAllen/Edinburg, TX",Texas,IAH,"Houston, TX",Texas,1040,-9.0,0.0,1000-1059,9.0,1100-1159,1.0,316.0,,,,,,
2017,3,4,6,2017-03-04,OO,DEN,"Denver, CO",Colorado,OKC,"Oklahoma City, OK",Oklahoma,949,-7.0,0.0,0900-0959,22.0,1200-1259,1.0,495.0,,,,,,
2017,3,19,7,2017-03-19,WN,MCO,"Orlando, FL",Florida,ALB,"Albany, NY",New York,2240,96.0,1.0,2200-2259,15.0,0001-0559,1.0,1073.0,67.2,81.0,55.0,17.0,,30.11
2017,3,24,5,2017-03-24,DL,PDX,"Portland, OR",Oregon,LAX,"Los Angeles, CA",California,1259,-3.0,0.0,1200-1259,11.0,1500-1559,1.0,834.0,,,,,,
2017,3,20,1,2017-03-20,OO,ATL,"Atlanta, GA",Georgia,LNK,"Lincoln, NE",Nebraska,1945,6.0,0.0,1900-1959,24.0,2100-2159,1.0,841.0,60.13,76.0,44.0,12.0,,29.14
2017,3,8,3,2017-03-08,EV,DTW,"Detroit, MI",Michigan,BHM,"Birmingham, AL",Alabama,1000,-7.0,0.0,1000-1059,12.0,1100-1159,1.0,625.0,,,,,,
2017,3,17,5,2017-03-17,UA,DEN,"Denver, CO",Colorado,SEA,"Seattle, WA",Washington,1130,-2.0,0.0,1100-1159,11.0,1300-1359,1.0,1024.0,,,,,,
2017,3,12,7,2017-03-12,OO,MSP,"Minneapolis, MN",Minnesota,RAP,"Rapid City, SD",South Dakota,2215,61.0,1.0,2200-2259,50.0,2300-2359,1.0,489.0,,,,,,
2017,3,30,4,2017-03-30,DL,ATL,"Atlanta, GA",Georgia,CHA,"Chattanooga, TN",Tennessee,1939,24.0,1.0,1900-1959,27.0,2000-2059,1.0,106.0,70.41,81.0,63.0,21.0,,28.93
2017,3,3,5,2017-03-03,B6,JFK,"New York, NY",New York,SMF,"Sacramento, CA",California,1930,15.0,1.0,1900-1959,30.0,2300-2359,1.0,2521.0,34.33,42.0,26.0,30.0,,30.44
2017,3,2,4,2017-03-02,UA,DEN,"Denver, CO",Colorado,IAH,"Houston, TX",Texas,2005,-3.0,0.0,2000-2059,14.0,2300-2359,1.0,862.0,,,,,,
2017,3,31,5,2017-03-31,B6,BOS,"Boston, MA",Massachusetts,DTW,"Detroit, MI",Michigan,2005,328.0,1.0,2000-2059,13.0,2200-2259,1.0,632.0,35.05,39.0,33.0,24.0,,30.18
2017,3,19,7,2017-03-19,DL,ATL,"Atlanta, GA",Georgia,CLT,"Charlotte, NC",North Carolina,2232,-2.0,0.0,2200-2259,11.0,2300-2359,1.0,226.0,52.83,63.0,42.0,20.0,0.07,29.19
2017,3,25,6,2017-03-25,AA,RIC,"Richmond, VA",Virginia,CLT,"Charlotte, NC",North Carolina,515,-9.0,0.0,0001-0559,11.0,0600-0659,1.0,257.0,65.91,78.0,55.0,18.0,,30.08
2017,3,6,1,2017-03-06,AA,TPA,"Tampa, FL",Florida,DCA,"Washington, DC",Virginia,710,-6.0,0.0,0700-0759,10.0,0900-0959,1.0,814.0,,,,,,
2017,3,11,6,2017-03-11,EV,ATL,"Atlanta, GA",Georgia,ABY,"Albany, GA",Georgia,1900,-1.0,0.0,1900-1959,12.0,1900-1959,1.0,145.0,,,,,,
2017,3,13,1,2017-03-13,WN,PVD,"Providence, RI",Rhode Island,MCO,"Orlando, FL",Florida,1405,-6.0,0.0,1400-1459,9.0,1700-1759,1.0,1072.0,23.17,32.0,13.0,13.0,,30.41
2017,3,17,5,2017-03-17,AA,STL,"St. Louis, MO",Missouri,DFW,"Dallas/Fort Worth, TX",Texas,1720,5.0,0.0,1700-1759,12.0,1900-1959,1.0,550.0,,,,,,
2017,3,7,2,2017-03-07,WN,MDW,"Chicago, IL",Illinois,MCI,"Kansas City, MO",Missouri,755,-3.0,0.0,0700-0759,9.0,0900-0959,1.0,405.0,,,,,,
2017,3,19,7,2017-03-19,OO,DEN,"Denver, CO",Colorado,SLC,"Salt Lake City, UT",Utah,1123,-2.0,0.0,1100-1159,22.0,1200-1259,1.0,391.0,,,,,,
2017,3,5,7,2017-03-05,DL,MIA,"Miami, FL",Florida,JFK,"New York, NY",New York,1230,-1.0,0.0,1200-1259,21.0,1500-1559,1.0,1089.0,,,,,,
2017,3,22,3,2017-03-22,WN,HOU,"Houston, TX",Texas,DAL,"Dallas, TX",Texas,1000,-3.0,0.0,1000-1059,9.0,1100-1159,1.0,239.0,,,,,,
2017,3,19,7,2017-03-19,UA,EWR,"Newark, NJ",New Jersey,RDU,"Raleigh/Durham, NC",North Carolina,2000,-3.0,0.0,2000-2059,32.0,2100-2159,1.0,416.0,,,,,,
2017,3,16,4,2017-03-16,DL,SLC,"Salt Lake City, UT",Utah,AUS,"Austin, TX",Texas,2020,-3.0,0.0,2000-2059,20.0,0001-0559,1.0,1086.0,61.22,69.0,50.0,15.0,,25.84
2017,3,19,7,2017-03-19,UA,IAH,"Houston, TX",Texas,EWR,"Newark, NJ",New Jersey,1055,-4.0,0.0,1000-1059,19.0,1500-1559,1.0,1400.0,,,,,,
2017,3,6,1,2017-03-06,WN,SLC,"Salt Lake City, UT",Utah,DEN,"Denver, CO",Colorado,855,,,0800-0859,,1000-1059,1.0,391.0,31.96,37.0,28.0,17.0,0.27,25.8
2017,3,15,3,2017-03-15,AA,DFW,"Dallas/Fort Worth, TX",Texas,LAX,"Los Angeles, CA",California,905,-5.0,0.0,0900-0959,35.0,1000-1059,1.0,1235.0,55.48,66.0,45.0,15.0,,29.73
2017,3,1,3,2017-03-01,OO,RAP,"Rapid City, SD",South Dakota,DEN,"Denver, CO",Colorado,1315,-12.0,0.0,1300-1359,10.0,1400-1459,1.0,300.0,,,,,,
2017,3,31,5,2017-03-31,UA,BOS,"Boston, MA",Massachusetts,LAX,"Los Angeles, CA",California,745,56.0,1.0,0700-0759,9.0,1100-1159,1.0,2611.0,35.05,39.0,33.0,24.0,,30.18
2017,3,3,5,2017-03-03,DL,ATL,"Atlanta, GA",Georgia,SDF,"Louisville, KY",Kentucky,1455,-1.0,0.0,1400-1459,10.0,1600-1659,1.0,321.0,47.71,57.0,37.0,23.0,,29.42
2017,3,26,7,2017-03-26,WN,LAS,"Las Vegas, NV",Nevada,DEN,"Denver, CO",Colorado,1030,-1.0,0.0,1000-1059,11.0,1300-1359,1.0,628.0,64.96,75.0,53.0,15.0,,27.75
2017,3,8,3,2017-03-08,AA,FLL,"Fort Lauderdale, FL",Florida,CLT,"Charlotte, NC",North Carolina,1500,-10.0,0.0,1500-1559,9.0,1700-1759,1.0,632.0,74.08,78.0,70.0,17.0,0.05,30.3
2017,3,20,1,2017-03-20,DL,JFK,"New York, NY",New York,SAN,"San Diego, CA",California,1925,-6.0,0.0,1900-1959,18.0,2200-2259,1.0,2446.0,,,,,,
2017,3,3,5,2017-03-03,EV,MHT,"Manchester, NH",New Hampshire,DTW,"Detroit, MI",Michigan,1236,104.0,1.0,1200-1259,16.0,1400-1459,1.0,610.0,,,,,,
2017,3,25,6,2017-03-25,AA,PBI,"West Palm Beach/Palm Beach, FL",Florida,PHL,"Philadelphia, PA",Pennsylvania,655,-6.0,0.0,0600-0659,11.0,0900-0959,1.0,951.0,,,,,,
2017,3,13,1,2017-03-13,DL,ATL,"Atlanta, GA",Georgia,LAS,"Las Vegas, NV",Nevada,825,99.0,1.0,0800-0859,19.0,1000-1059,1.0,1747.0,38.97,42.0,36.0,16.0,0.02,29.14
2017,3,21,2,2017-03-21,DL,MCO,"Orlando, FL",Florida,DTW,"Detroit, MI",Michigan,1000,-5.0,0.0,1000-1059,11.0,1200-1259,1.0,957.0,,,,,,
2017,3,23,4,2017-03-23,DL,ATL,"Atlanta, GA",Georgia,JFK,"New York, NY",New York,810,-7.0,0.0,0800-0859,17.0,1000-1059,1.0,760.0,57.92,65.0,51.0,20.0,,29.33
2017,3,8,3,2017-03-08,AS,JNU,"Juneau, AK",Alaska,YAK,"Yakutat, AK",Alaska,1013,3.0,0.0,1000-1059,11.0,1100-1159,1.0,198.0,,,,,,
2017,3,3,5,2017-03-03,AA,DFW,"Dallas/Fort Worth, TX",Texas,CMH,"Columbus, OH",Ohio,1830,-3.0,0.0,1800-1859,15.0,2100-2159,1.0,926.0,,,,,,
2017,3,18,6,2017-03-18,OO,PSP,"Palm Springs, CA",California,SEA,"Seattle, WA",Washington,1655,4.0,0.0,1600-1659,18.0,1900-1959,1.0,987.0,,,,,,
2017,3,25,6,2017-03-25,WN,OAK,"Oakland, CA",California,SEA,"Seattle, WA",Washington,855,-5.0,0.0,0800-0859,8.0,1000-1059,1.0,672.0,,,,,,
2017,3,6,1,2017-03-06,EV,CAE,"Columbia, SC",South Carolina,ATL,"Atlanta, GA",Georgia,535,-5.0,0.0,0001-0559,12.0,0600-0659,1.0,192.0,,,,,,
2017,3,8,3,2017-03-08,UA,HDN,"Hayden, CO",Colorado,IAH,"Houston, TX",Texas,1430,-17.0,0.0,1400-1459,10.0,1800-1859,1.0,985.0,,,,,,
2017,3,26,7,2017-03-26,AA,LAX,"Los Angeles, CA",California,OMA,"Omaha, NE",Nebraska,1840,-6.0,0.0,1800-1859,17.0,2300-2359,1.0,1330.0,,,,,,
2017,3,20,1,2017-03-20,OO,SFO,"San Francisco, CA",California,BUR,"Burbank, CA",California,1605,,,1600-1659,,1700-1759,1.0,326.0,,,,,,
2017,3,16,4,2017-03-16,DL,FLL,"Fort Lauderdale, FL",Florida,ATL,"Atlanta, GA",Georgia,1755,16.0,1.0,1700-1759,15.0,1900-1959,1.0,581.0,,,,,,
2017,3,27,1,2017-03-27,VX,BOS,"Boston, MA",Massachusetts,SFO,"San Francisco, CA",California,1859,-13.0,0.0,1800-1859,11.0,2200-2259,1.0,2704.0,39.14,44.0,36.0,13.0,,30.37
2017,3,18,6,2017-03-18,UA,HNL,"Honolulu, HI",Hawaii,SFO,"San Francisco, CA",California,2316,0.0,0.0,2300-2359,13.0,0700-0759,1.0,2398.0,,,,,,
2017,3,11,6,2017-03-11,DL,PHX,"Phoenix, AZ",Arizona,ATL,"Atlanta, GA",Georgia,36,34.0,1.0,0001-0559,15.0,0600-0659,1.0,1587.0,,,,,,
2017,3,24,5,2017-03-24,OO,LSE,"La Crosse, WI",Wisconsin,ORD,"Chicago, IL",Illinois,1820,,,1800-1859,,1900-1959,1.0,215.0,,,,,,
2017,3,31,5,2017-03-31,DL,XNA,"Fayetteville, AR",Arkansas,ATL,"Atlanta, GA",Georgia,600,-3.0,0.0,0600-0659,17.0,0800-0859,1.0,589.0,,,,,,
2017,3,6,1,2017-03-06,WN,PHL,"Philadelphia, PA",Pennsylvania,MDW,"Chicago, IL",Illinois,550,-2.0,0.0,0001-0559,10.0,0700-0759,1.0,668.0,,,,,,
2017,3,21,2,2017-03-21,DL,ATL,"Atlanta, GA",Georgia,TPA,"Tampa, FL",Florida,936,-1.0,0.0,0900-0959,14.0,1100-1159,1.0,406.0,,,,,,
2017,3,31,5,2017-03-31,B6,JFK,"New York, NY",New York,ABQ,"Albuquerque, NM",New Mexico,1955,32.0,1.0,1900-1959,23.0,2300-2359,1.0,1826.0,,,,,,
2017,3,7,2,2017-03-07,WN,BOS,"Boston, MA",Massachusetts,BNA,"Nashville, TN",Tennessee,720,-4.0,0.0,0700-0759,21.0,0900-0959,1.0,942.0,,,,,,
2017,3,8,3,2017-03-08,EV,CLE,"Cleveland, OH",Ohio,LGA,"New York, NY",New York,915,-6.0,0.0,0900-0959,10.0,1100-1159,1.0,419.0,,,,,,
2017,3,21,2,2017-03-21,NK,DEN,"Denver, CO",Colorado,LAX,"Los Angeles, CA",California,705,1.0,0.0,0700-0759,12.0,0800-0859,1.0,862.0,,,,,,
2017,3,29,3,2017-03-29,UA,DEN,"Denver, CO",Colorado,OMA,"Omaha, NE",Nebraska,1405,-8.0,0.0,1400-1459,11.0,1600-1659,1.0,472.0,,,,,,
2017,3,27,1,2017-03-27,UA,ORD,"Chicago, IL",Illinois,MCO,"Orlando, FL",Florida,2115,12.0,0.0,2100-2159,11.0,0001-0559,1.0,1005.0,,,,,,
2017,3,13,1,2017-03-13,F9,SLC,"Salt Lake City, UT",Utah,ORD,"Chicago, IL",Illinois,1945,14.0,0.0,1900-1959,12.0,2300-2359,1.0,1250.0,,,,,,
2017,3,28,2,2017-03-28,DL,SLC,"Salt Lake City, UT",Utah,SJC,"San Jose, CA",California,1115,-10.0,0.0,1100-1159,22.0,1200-1259,1.0,584.0,,,,,,
2017,3,31,5,2017-03-31,OO,SLC,"Salt Lake City, UT",Utah,LWS,"Lewiston, ID",Idaho,2200,-1.0,0.0,2200-2259,8.0,2200-2259,1.0,461.0,,,,,,
2017,3,30,4,2017-03-30,DL,BTV,"Burlington, VT",Vermont,ATL,"Atlanta, GA",Georgia,600,1051.0,1.0,0600-0659,13.0,0900-0959,1.0,961.0,,,,,,
2017,3,3,5,2017-03-03,DL,BDL,"Hartford, CT",Connecticut,DTW,"Detroit, MI",Michigan,1627,-4.0,0.0,1600-1659,13.0,1800-1859,1.0,549.0,,,,,,
2017,3,17,5,2017-03-17,DL,ATL,"Atlanta, GA",Georgia,PBI,"West Palm Beach/Palm Beach, FL",Florida,2110,-2.0,0.0,2100-2159,22.0,2200-2259,1.0,545.0,52.92,68.0,37.0,13.0,,29.3
2017,3,17,5,2017-03-17,AA,LAX,"Los Angeles, CA",California,MIA,"Miami, FL",Florida,15,2.0,0.0,0001-0559,15.0,0800-0859,1.0,2342.0,,,,,,
2017,3,25,6,2017-03-25,UA,SFO,"San Francisco, CA",California,RNO,"Reno, NV",Nevada,2255,-6.0,0.0,2200-2259,19.0,0001-0559,1.0,192.0,,,,,,
2017,3,27,1,2017-03-27,AA,JFK,"New York, NY",New York,SFO,"San Francisco, CA",California,825,1.0,0.0,0800-0859,39.0,1200-1259,1.0,2586.0,,,,,,
2017,3,26,7,2017-03-26,EV,MSP,"Minneapolis, MN",Minnesota,MDW,"Chicago, IL",Illinois,1520,40.0,1.0,1500-1559,15.0,1600-1659,1.0,349.0,,,,,,
2017,3,21,2,2017-03-21,AA,PHL,"Philadelphia, PA",Pennsylvania,MIA,"Miami, FL",Florida,810,0.0,0.0,0800-0859,21.0,1100-1159,1.0,1013.0,48.26,59.0,43.0,15.0,0.02,30.0
2017,3,25,6,2017-03-25,UA,OMA,"Omaha, NE",Nebraska,DEN,"Denver, CO",Colorado,1335,-17.0,0.0,1300-1359,14.0,1400-1459,1.0,472.0,,,,,,
2017,3,7,2,2017-03-07,WN,PHX,"Phoenix, AZ",Arizona,BUR,"Burbank, CA",California,945,30.0,1.0,0900-0959,19.0,1000-1059,1.0,369.0,61.13,74.0,47.0,9.0,,29.0
2017,3,26,7,2017-03-26,DL,GRR,"Grand Rapids, MI",Michigan,ATL,"Atlanta, GA",Georgia,600,-1.0,0.0,0600-0659,9.0,0800-0859,1.0,640.0,,,,,,
2017,3,15,3,2017-03-15,WN,LAS,"Las Vegas, NV",Nevada,PHX,"Phoenix, AZ",Arizona,830,4.0,0.0,0800-0859,12.0,0900-0959,1.0,255.0,,,,,,
